"","x","y","Cell_class"
"2967",1899.939655,4138.423091,"Excitatory"
"2968",1905.199518,3998.860165,"Ependymal"
"2970",1914.406175,4044.540314,"Excitatory"
"2972",1916.973176,3996.864463,"Ependymal"
"2973",1921.251144,4046.798498,"Endothelial 1"
"2974",1922.265078,3989.432716,"Ependymal"
"2975",1739.541077,4072.509708,"Ependymal"
"2976",1773.024973,4091.006429,"Ependymal"
"2977",1802.188894,4080.769127,"Ependymal"
"2978",1851.095163,4048.29021,"Ependymal"
"2979",1857.860085,4046.593855,"Ependymal"
"2980",1862.201137,4024.896332,"Ependymal"
"2981",1904.127893,4152.962006,"Excitatory"
"2982",1789.001682,4117.679443,"Astrocyte"
"2983",1836.519233,4102.874924,"Inhibitory"
"2984",1895.612399,4076.14988,"Excitatory"
"2986",1808.090388,4138.029822,"Excitatory"
"2987",1752.085317,4077.927164,"Ependymal"
"2988",1873.792347,4087.700228,"Astrocyte"
"2989",1939.836877,4080.241233,"Excitatory"
"2990",1940.149544,4059.926023,"Excitatory"
"2991",1947.086458,4014.395702,"Excitatory"
"2992",1953.92283,4092.057787,"Excitatory"
"2993",1954.120774,3988.196304,"Endothelial 1"
"2994",1955.689081,4054.559252,"Excitatory"
"2995",1963.376164,4102.714635,"Excitatory"
"2996",1968.690463,4122.520943,"Excitatory"
"2997",1966.091558,4143.704377,"Excitatory"
"2998",1970.233188,3990.403333,"Excitatory"
"2999",1968.175862,4095.648592,"Excitatory"
"3000",1972.480805,4075.666778,"Excitatory"
"3001",1974.933684,4057.161386,"Excitatory"
"3002",1987.377951,4166.994017,"Excitatory"
"3003",1988.77413,4074.295316,"Excitatory"
"3004",1996.946484,4067.629496,"Excitatory"
"3005",2006.929936,4080.98764,"Excitatory"
"3006",2011.813935,4107.179468,"Excitatory"
"3007",2019.624197,4053.188644,"Excitatory"
"3008",2019.850749,4093.94354,"Excitatory"
"3009",2024.540137,4139.796988,"Excitatory"
"3010",2023.586894,4002.115067,"OD Mature 2"
"3011",2025.304561,4164.643284,"Excitatory"
"3012",2028.501854,3985.512566,"Astrocyte"
"3013",2037.036692,4022.017339,"Excitatory"
"3014",2036.564497,4041.765232,"Excitatory"
"3015",2042.045377,4052.374194,"Excitatory"
"3016",2038.057695,4084.402792,"Excitatory"
"3017",2044.95327,3990.561124,"Astrocyte"
"3018",2053.95664,4066.689446,"Astrocyte"
"3019",2061.747435,3988.800875,"Endothelial 3"
"3020",2064.410743,4021.482244,"OD Mature 1"
"3021",2065.668807,4014.490616,"OD Mature 1"
"3022",2070.517694,4168.032173,"Excitatory"
"3023",2071.833091,4120.066566,"Endothelial 1"
"3024",2073.763452,4151.738158,"Excitatory"
"3025",2088.623617,4052.815391,"OD Mature 2"
"3026",2088.6214,4091.329849,"Excitatory"
"3027",2098.449427,4115.795282,"Excitatory"
"3028",2098.521163,4077.661498,"Excitatory"
"3029",2105.247719,4095.367045,"Excitatory"
"3030",2106.650025,4160.130777,"OD Immature 1"
"3031",2107.93048,3995.475375,"Astrocyte"
"3032",2117.861143,4029.850728,"Astrocyte"
"3033",1939.085927,4093.649064,"Excitatory"
"3034",1947.171735,4081.953098,"Excitatory"
"3035",1977.075464,4036.30779,"Excitatory"
"3036",1991.983681,4048.211053,"Excitatory"
"3038",2002.688407,4021.769006,"Excitatory"
"3039",2000.512591,4052.288441,"Excitatory"
"3040",2043.245012,4102.993087,"Excitatory"
"3041",2062.346099,4045.784502,"Excitatory"
"3042",2067.48898,4080.266007,"Excitatory"
"3043",2105.264372,4140.071666,"Excitatory"
"3044",2118.514838,4124.116726,"Excitatory"
"3045",2120.798423,4068.410161,"Astrocyte"
"3046",2118.685211,3994.824354,"Excitatory"
"3047",1938.139003,4141.08296,"Excitatory"
"3048",1954.373687,4065.8052,"Excitatory"
"3049",1986.840247,4012.31738,"Excitatory"
"3051",1999.015177,4125.887144,"Excitatory"
"3052",2032.664573,4127.528048,"Astrocyte"
"3053",2037.37234,4134.077376,"Excitatory"
"3054",2051.546796,4135.014656,"Excitatory"
"3055",2064.021638,4117.570341,"Excitatory"
"3056",2065.57018,4132.266213,"Excitatory"
"3058",2084.946492,4146.039287,"Excitatory"
"3059",2117.030552,4080.561256,"Excitatory"
"3060",1949.126256,4168.158203,"Excitatory"
"3061",1951.275286,4036.952025,"Excitatory"
"3062",1978.550617,3986.588525,"Astrocyte"
"3063",2034.095066,4036.107055,"OD Immature 2"
"3064",2043.813828,4040.792192,"Excitatory"
"3065",2082.16275,4023.377036,"Astrocyte"
"3066",1939.117576,3842.412757,"Ependymal"
"3067",1941.111416,3831.836964,"Ependymal"
"3068",1949.936717,3842.251364,"Ependymal"
"3069",1953.090825,3928.761492,"Ependymal"
"3070",1953.752364,3909.742346,"Ependymal"
"3071",1954.380028,3861.535576,"Ependymal"
"3073",1961.718357,3852.324364,"Ependymal"
"3074",1959.704802,3936.584135,"Excitatory"
"3075",1960.432356,3885.903512,"Astrocyte"
"3076",1962.367047,3844.165635,"Ependymal"
"3077",1965.148551,3941.071011,"Inhibitory"
"3078",1968.958868,3826.608479,"Endothelial 1"
"3079",1969.942476,3891.651444,"Astrocyte"
"3080",1977.786338,3857.552384,"Astrocyte"
"3081",1979.817292,3915.878423,"Endothelial 3"
"3082",1987.928134,3855.563196,"Excitatory"
"3085",2000.868936,3965.315836,"OD Mature 2"
"3087",2000.349367,3898.849185,"OD Immature 1"
"3088",2004.88588,3943.916562,"Astrocyte"
"3089",2007.419215,3801.534977,"Endothelial 3"
"3090",2013.483729,3913.551051,"Astrocyte"
"3091",2021.906633,3885.638651,"Inhibitory"
"3092",2026.877482,3817.025035,"Astrocyte"
"3094",2032.622694,3832.955717,"Astrocyte"
"3096",2046.078499,3813.372057,"Inhibitory"
"3097",2045.646263,3913.840046,"OD Mature 1"
"3098",2050.536598,3860.192888,"Inhibitory"
"3099",2051.448708,3965.837848,"Excitatory"
"3100",2058.401529,3832.024083,"Endothelial 1"
"3101",2056.450922,3934.89326,"Excitatory"
"3103",2069.766411,3792.328386,"Astrocyte"
"3104",2075.190972,3949.295435,"Excitatory"
"3105",2079.039801,3963.787084,"Astrocyte"
"3106",2081.13382,3937.838002,"Excitatory"
"3107",2087.172738,3903.515056,"Astrocyte"
"3108",2105.463486,3873.871652,"Excitatory"
"3109",2106.474797,3963.211169,"Endothelial 1"
"3110",2112.984537,3816.293471,"Inhibitory"
"3113",1995.380043,3814.833878,"Inhibitory"
"3114",2084.716259,3817.904695,"Inhibitory"
"3116",2102.851936,3840.235017,"Excitatory"
"3118",2120.94674,3848.941412,"Inhibitory"
"3119",1941.80529,3803.092767,"Astrocyte"
"3121",2058.875954,3866.159049,"Astrocyte"
"3122",2069.263362,3896.395365,"Astrocyte"
"3123",2076.342708,3800.982877,"Inhibitory"
"3125",2111.416135,3965.991891,"Endothelial 3"
"3126",1970.483996,3805.04592,"OD Mature 2"
"3127",2072.771676,3835.886376,"Astrocyte"
"3128",1943.748875,3665.826382,"Inhibitory"
"3129",1944.823048,3745.63843,"Inhibitory"
"3130",1953.031461,3651.993989,"Excitatory"
"3131",1958.545264,3726.891541,"Astrocyte"
"3132",1971.742475,3685.486701,"Inhibitory"
"3133",1977.467001,3650.037955,"Excitatory"
"3134",1972.377449,3767.90177,"Astrocyte"
"3135",1977.737239,3612.052351,"Inhibitory"
"3136",1981.756362,3679.946767,"Inhibitory"
"3137",1983.615684,3753.61773,"Inhibitory"
"3138",1984.311387,3605.572582,"Endothelial 1"
"3140",1989.626017,3651.184176,"Inhibitory"
"3142",1992.013769,3672.683289,"Inhibitory"
"3143",1996.129088,3714.256345,"Inhibitory"
"3144",2001.901921,3684.530841,"Inhibitory"
"3145",2004.720214,3609.776456,"Inhibitory"
"3146",2018.126045,3616.000095,"Inhibitory"
"3147",2021.31588,3695.387595,"Inhibitory"
"3148",2023.04852,3711.75657,"Inhibitory"
"3149",2025.218686,3676.898199,"Inhibitory"
"3150",2030.163057,3721.618544,"Inhibitory"
"3151",2035.055583,3633.543296,"OD Mature 2"
"3152",2036.52011,3717.573253,"Astrocyte"
"3153",2034.972981,3740.241933,"Endothelial 1"
"3154",2037.952362,3681.545991,"OD Immature 1"
"3155",2042.269908,3698.681998,"Inhibitory"
"3156",2046.599837,3674.023511,"Inhibitory"
"3157",2059.323311,3654.429724,"Inhibitory"
"3158",2060.603153,3613.985479,"OD Mature 2"
"3159",2064.856006,3676.276596,"Inhibitory"
"3160",2071.496605,3735.402309,"Astrocyte"
"3161",2076.221215,3630.028085,"Astrocyte"
"3162",2078.064256,3694.167282,"Inhibitory"
"3163",2084.19929,3746.881098,"Astrocyte"
"3164",2086.433038,3730.790759,"Inhibitory"
"3165",2093.208834,3667.31975,"Astrocyte"
"3166",2102.001076,3599.539816,"Astrocyte"
"3167",2103.796019,3686.369682,"Astrocyte"
"3168",2108.441949,3626.133507,"Inhibitory"
"3169",1944.239802,3600.727531,"Astrocyte"
"3170",1943.262146,3675.01823,"Inhibitory"
"3171",1960.671523,3662.616534,"Inhibitory"
"3172",1981.747075,3734.763219,"Endothelial 1"
"3173",1992.105653,3739.01158,"Endothelial 1"
"3174",2001.813343,3587.656829,"Microglia"
"3175",2002.306717,3613.894582,"OD Immature 1"
"3176",2016.81587,3663.572538,"Inhibitory"
"3179",2071.977621,3750.500906,"Astrocyte"
"3180",2079.38823,3755.921417,"Inhibitory"
"3181",2111.870566,3735.847279,"Astrocyte"
"3182",2120.082216,3734.642327,"Inhibitory"
"3183",1944.348978,3754.020638,"Astrocyte"
"3184",1968.358598,3707.792886,"Astrocyte"
"3185",1975.122289,3625.610381,"Excitatory"
"3186",2071.1746,3597.064945,"Excitatory"
"3187",2075.316096,3608.624001,"Inhibitory"
"3188",2108.641856,3703.662334,"OD Immature 1"
"3189",1946.370326,3628.752531,"Excitatory"
"3190",2089.607215,3630.917458,"Inhibitory"
"3191",1952.273238,3661.459605,"Inhibitory"
"3192",1959.704785,3632.469815,"Inhibitory"
"3193",1992.019751,3660.697899,"Inhibitory"
"3194",2053.291267,3630.140902,"Endothelial 3"
"3195",2060.248984,3765.792727,"Inhibitory"
"3196",2075.20385,3719.798598,"Endothelial 3"
"3197",2082.891413,3683.923056,"Inhibitory"
"3198",2090.027507,3712.43507,"Inhibitory"
"3199",2103.856721,3712.685309,"Inhibitory"
"3200",2114.952056,3669.566006,"Excitatory"
"3201",1934.425181,3517.969841,"Astrocyte"
"3202",1934.957669,3537.573597,"Excitatory"
"3203",1946.097589,3420.566461,"Excitatory"
"3204",1947.260607,3475.93764,"Endothelial 1"
"3205",1948.848355,3509.127242,"Inhibitory"
"3206",1949.061629,3529.753367,"Excitatory"
"3207",1960.326609,3559.592823,"Astrocyte"
"3208",1965.697028,3399.896559,"Endothelial 3"
"3209",1968.764879,3442.440648,"Inhibitory"
"3210",1968.635917,3469.768648,"Inhibitory"
"3212",1969.664528,3533.531315,"Inhibitory"
"3213",1971.428116,3390.179691,"Astrocyte"
"3214",1975.976476,3519.542839,"Excitatory"
"3215",1981.753075,3506.590367,"Endothelial 1"
"3216",1987.854957,3470.199199,"Inhibitory"
"3217",1992.990812,3440.91286,"Astrocyte"
"3218",1994.619032,3522.370972,"Inhibitory"
"3219",2003.653002,3414.683442,"Inhibitory"
"3221",2007.096959,3559.028621,"OD Immature 1"
"3222",2008.974049,3474.75685,"Inhibitory"
"3223",2020.962082,3403.785413,"Inhibitory"
"3224",2027.138136,3526.470244,"Inhibitory"
"3225",2032.055319,3548.891443,"Inhibitory"
"3226",2029.373847,3432.175223,"Endothelial 1"
"3227",2033.823563,3490.202565,"Inhibitory"
"3228",2036.910654,3506.81058,"Endothelial 1"
"3229",2038.772106,3539.574614,"OD Immature 1"
"3230",2041.904197,3395.881214,"Inhibitory"
"3231",2040.772647,3474.974909,"Inhibitory"
"3232",2039.152373,3462.039078,"Inhibitory"
"3233",2047.30272,3557.661946,"Inhibitory"
"3235",2050.718264,3432.680516,"Inhibitory"
"3236",2055.946935,3513.81232,"Astrocyte"
"3237",2055.23931,3422.599174,"Inhibitory"
"3240",2067.782292,3559.956208,"Inhibitory"
"3241",2070.439518,3534.607839,"Astrocyte"
"3242",2071.492993,3413.188004,"Endothelial 1"
"3243",2077.201647,3565.157266,"Inhibitory"
"3244",2077.550775,3391.726793,"Inhibitory"
"3246",2080.575072,3429.715783,"Inhibitory"
"3247",2095.094394,3524.408217,"Inhibitory"
"3248",2096.833383,3430.951911,"Endothelial 3"
"3249",2097.112978,3566.246476,"Inhibitory"
"3251",2113.033827,3435.589591,"Endothelial 1"
"3252",2112.685017,3502.08201,"Inhibitory"
"3253",2112.558448,3475.040819,"Astrocyte"
"3254",2116.140165,3555.98785,"Excitatory"
"3255",1939.487326,3567.991071,"Inhibitory"
"3256",1942.280734,3467.128483,"OD Mature 2"
"3257",1943.586941,3438.127519,"Excitatory"
"3258",1952.894475,3494.521967,"Excitatory"
"3259",1966.326386,3413.354477,"Inhibitory"
"3260",1986.507848,3410.672728,"Inhibitory"
"3261",2003.271327,3449.311206,"Inhibitory"
"3262",2010.965268,3531.946695,"Inhibitory"
"3263",2027.447596,3554.906989,"Inhibitory"
"3264",2049.456304,3534.44372,"Inhibitory"
"3266",2062.773077,3461.15089,"Excitatory"
"3267",2093.353671,3508.109153,"Astrocyte"
"3268",1939.229907,3479.317239,"Inhibitory"
"3269",1965.486555,3501.946679,"Inhibitory"
"3270",1997.463268,3506.621042,"Inhibitory"
"3271",2013.64181,3505.772763,"Inhibitory"
"3272",2054.267693,3554.486719,"Microglia"
"3273",2061.920973,3389.548931,"Excitatory"
"3274",2070.254871,3484.468769,"OD Mature 2"
"3276",2103.129307,3413.885736,"Inhibitory"
"3277",2108.471889,3482.156752,"Astrocyte"
"3278",2114.923667,3412.721775,"Astrocyte"
"3279",2120.840076,3417.889308,"Astrocyte"
"3280",2094.007549,3424.847867,"Astrocyte"
"3281",2110.848445,3449.071661,"OD Immature 1"
"3282",1935.478418,3340.173206,"Inhibitory"
"3283",1935.800652,3351.361421,"Inhibitory"
"3284",1945.345293,3233.0672,"Astrocyte"
"3285",1944.562009,3359.248493,"OD Mature 2"
"3286",1949.917128,3280.208891,"Inhibitory"
"3287",1951.713726,3299.968279,"Inhibitory"
"3288",1954.563662,3193.898767,"Excitatory"
"3289",1959.788784,3332.342579,"Excitatory"
"3290",1965.502107,3190.698498,"Inhibitory"
"3292",1972.018632,3247.198315,"Inhibitory"
"3294",1981.845346,3212.646751,"Inhibitory"
"3295",1986.885011,3368.649892,"Excitatory"
"3296",1992.833576,3207.263585,"Astrocyte"
"3297",1992.685094,3334.896012,"Inhibitory"
"3298",1993.739408,3265.55951,"Inhibitory"
"3299",2002.682159,3240.893305,"Inhibitory"
"3300",2002.390096,3197.142043,"Inhibitory"
"3301",2007.303123,3317.075699,"Endothelial 1"
"3302",2007.992063,3289.690359,"OD Mature 2"
"3303",2011.162584,3340.888305,"Inhibitory"
"3304",2016.800223,3222.016037,"Inhibitory"
"3305",2028.837989,3357.387907,"Excitatory"
"3306",2040.222927,3369.106362,"OD Mature 2"
"3307",2041.082871,3286.025044,"Inhibitory"
"3308",2042.264592,3215.663095,"Inhibitory"
"3309",2040.464922,3313.43377,"Inhibitory"
"3311",2049.609399,3361.203587,"Inhibitory"
"3312",2052.207866,3332.836095,"Inhibitory"
"3313",2064.886669,3305.545503,"Inhibitory"
"3314",2066.184765,3265.02625,"Excitatory"
"3315",2068.272313,3355.190913,"Inhibitory"
"3316",2072.917599,3204.959299,"Excitatory"
"3317",2076.783964,3251.688727,"Excitatory"
"3318",2082.477139,3209.928557,"Astrocyte"
"3319",2087.544617,3303.29793,"Endothelial 1"
"3320",2087.666818,3344.288655,"Excitatory"
"3321",2092.598242,3279.350303,"Astrocyte"
"3322",2095.917188,3270.769912,"OD Mature 4"
"3324",2105.864351,3344.024811,"Excitatory"
"3325",2115.708716,3231.329651,"OD Mature 2"
"3326",2119.653808,3355.210074,"Excitatory"
"3327",1940.06617,3270.602432,"Inhibitory"
"3328",1950.136654,3351.01284,"Astrocyte"
"3329",1956.173637,3354.979243,"Microglia"
"3330",1991.187805,3254.791893,"Excitatory"
"3331",2019.337255,3257.172359,"Astrocyte"
"3332",2032.310492,3235.732732,"Excitatory"
"3333",2057.447518,3300.277683,"Inhibitory"
"3334",2060.649726,3243.762094,"Excitatory"
"3335",2062.323695,3330.769011,"Excitatory"
"3336",2095.687551,3323.31399,"Excitatory"
"3337",2100.707527,3348.433242,"Excitatory"
"3338",2102.173556,3189.076522,"OD Immature 1"
"3339",2117.153951,3269.560607,"Inhibitory"
"3340",2115.555292,3341.342125,"Inhibitory"
"3342",2023.790147,3280.809938,"Inhibitory"
"3343",2054.39048,3277.934655,"OD Immature 1"
"3344",2075.151168,3305.866352,"Inhibitory"
"3345",2075.647013,3261.98011,"Excitatory"
"3346",2100.890382,3240.86556,"OD Mature 1"
"3347",2103.073628,3323.403644,"OD Immature 1"
"3348",1983.516667,3302.43563,"Excitatory"
"3349",1984.779723,3293.255843,"Inhibitory"
"3350",1989.366714,3194.964847,"Excitatory"
"3351",2025.007236,3302.645907,"Endothelial 1"
"3352",2029.20086,3310.259065,"Endothelial 3"
"3353",1936.958451,3115.476543,"Excitatory"
"3354",1937.776514,2993.921873,"Inhibitory"
"3355",1939.196508,3100.153523,"Excitatory"
"3356",1941.87497,3022.363651,"Astrocyte"
"3357",1947.91317,3154.751693,"Inhibitory"
"3358",1945.595813,3081.335961,"Inhibitory"
"3359",1946.035881,3036.19073,"Inhibitory"
"3360",1955.612009,3101.78639,"Inhibitory"
"3361",1960.463649,3111.783763,"Endothelial 1"
"3362",1961.222917,3083.213759,"OD Mature 2"
"3363",1963.379006,3137.596838,"Astrocyte"
"3364",1963.978234,3003.188327,"Astrocyte"
"3365",1968.659517,3038.562098,"Astrocyte"
"3366",1974.743839,3083.814875,"Inhibitory"
"3367",1983.862771,3048.346915,"OD Immature 1"
"3368",1985.864056,3107.995971,"Inhibitory"
"3369",2000.77804,3054.287955,"Excitatory"
"3370",2005.307595,3000.126016,"Astrocyte"
"3371",2016.769754,3078.112942,"Endothelial 1"
"3372",2024.245962,3037.363048,"Inhibitory"
"3373",2024.450907,3019.763757,"Inhibitory"
"3374",2026.839682,3121.763294,"Inhibitory"
"3375",2029.666668,3167.0485,"Endothelial 1"
"3376",2037.827213,3058.142699,"Inhibitory"
"3377",2043.787729,3055.391387,"Inhibitory"
"3378",2044.517467,3119.86569,"Excitatory"
"3380",2048.942843,3090.770288,"Inhibitory"
"3381",2057.808321,2998.704241,"Inhibitory"
"3382",2063.863609,2999.914136,"Inhibitory"
"3383",2068.806107,3141.096063,"Inhibitory"
"3384",2068.283692,3067.81863,"Inhibitory"
"3385",2074.216266,3114.626346,"Excitatory"
"3386",2081.598454,3087.827054,"Inhibitory"
"3387",2082.097898,2982.66968,"Astrocyte"
"3388",2086.681188,3135.803891,"Inhibitory"
"3390",2098.006638,3043.34944,"Endothelial 1"
"3392",2108.979648,3091.3804,"Endothelial 1"
"3393",2111.322153,3017.999178,"Astrocyte"
"3394",2111.098419,2998.015723,"Astrocyte"
"3395",2114.248414,3104.039687,"Endothelial 1"
"3396",2114.061329,3150.187545,"Excitatory"
"3397",2115.575434,3167.365649,"Astrocyte"
"3398",2119.512735,3021.0492,"Inhibitory"
"3400",1980.783176,3087.427566,"Excitatory"
"3401",1984.133462,3071.115591,"Astrocyte"
"3402",1987.558417,3017.971,"Endothelial 1"
"3403",1997.578529,3160.198503,"Inhibitory"
"3404",2035.405333,3134.091961,"Astrocyte"
"3405",2047.118833,3031.824849,"Inhibitory"
"3406",2047.299624,3171.340874,"Astrocyte"
"3407",2106.895544,3003.408617,"Astrocyte"
"3408",1965.254921,2984.196455,"OD Immature 1"
"3409",1970.027944,2990.71471,"Excitatory"
"3410",2020.797259,3089.228412,"OD Mature 1"
"3411",2067.135485,3144.020527,"Inhibitory"
"3412",2090.137831,2996.250118,"OD Mature 1"
"3414",2053.143603,3106.730229,"Inhibitory"
"3415",1938.308359,2910.953469,"Inhibitory"
"3416",1936.607829,2817.498845,"Excitatory"
"3417",1938.593192,2954.160609,"Inhibitory"
"3418",1943.68578,2800.141656,"Excitatory"
"3419",1945.018107,2862.465969,"Microglia"
"3420",1947.914539,2881.429497,"Inhibitory"
"3421",1953.269985,2900.683785,"Excitatory"
"3422",1956.169347,2800.928931,"Excitatory"
"3423",1961.967085,2868.763553,"Astrocyte"
"3424",1960.911472,2937.072757,"Inhibitory"
"3425",1963.691282,2792.344346,"Excitatory"
"3426",1975.414627,2836.028595,"Excitatory"
"3427",1978.170234,2885.622336,"Inhibitory"
"3428",1981.802252,2909.942392,"Inhibitory"
"3429",1985.513553,2855.79108,"Excitatory"
"3430",1983.846906,2943.456757,"Endothelial 2"
"3431",1992.329577,2966.256403,"Astrocyte"
"3432",2001.113938,2902.700281,"Endothelial 1"
"3433",2000.521243,2870.072267,"Inhibitory"
"3434",2001.197407,2834.368466,"Excitatory"
"3435",2003.437999,2875.64751,"Astrocyte"
"3437",2013.98474,2959.479504,"Excitatory"
"3438",2016.940842,2841.977626,"Excitatory"
"3439",2017.180882,2859.613295,"Excitatory"
"3440",2021.266314,2875.022718,"Inhibitory"
"3441",2022.67655,2923.717128,"OD Mature 2"
"3442",2028.44916,2909.948796,"Excitatory"
"3443",2043.219675,2968.788104,"Astrocyte"
"3444",2046.334782,2821.902791,"Excitatory"
"3445",2044.696642,2898.073525,"Astrocyte"
"3447",2047.869941,2884.790557,"Excitatory"
"3448",2050.310431,2923.510261,"Endothelial 3"
"3449",2052.81906,2936.541986,"Excitatory"
"3450",2052.342869,2873.40402,"Excitatory"
"3451",2054.497324,2791.579447,"Excitatory"
"3452",2069.340667,2790.543436,"Excitatory"
"3453",2077.050068,2865.432957,"Inhibitory"
"3454",2078.938457,2850.208946,"Endothelial 1"
"3455",2083.797594,2889.849671,"Astrocyte"
"3459",2104.122929,2865.384575,"Excitatory"
"3460",2104.925653,2946.799945,"Excitatory"
"3461",2118.455246,2934.37578,"OD Immature 2"
"3462",1943.079313,2842.928868,"Excitatory"
"3463",1946.070274,2870.295787,"Astrocyte"
"3465",1961.76859,2899.649783,"Endothelial 1"
"3466",1978.081777,2929.081143,"Astrocyte"
"3467",1981.443875,2807.762743,"Excitatory"
"3468",1988.078136,2797.638571,"Excitatory"
"3469",1989.817523,2877.360251,"Excitatory"
"3470",2011.752908,2945.00259,"Astrocyte"
"3471",2022.092659,2806.493124,"Astrocyte"
"3472",2041.712953,2852.670455,"Inhibitory"
"3473",2076.458363,2940.584934,"Endothelial 3"
"3474",2100.694033,2854.134286,"Microglia"
"3475",1950.695166,2803.064427,"Excitatory"
"3476",1963.152243,2821.667494,"Excitatory"
"3478",2019.96335,2798.273287,"Inhibitory"
"3479",2054.916742,2948.802136,"Excitatory"
"3480",2064.535461,2957.389467,"OD Mature 2"
"3481",2088.702694,2900.53031,"Excitatory"
"3482",2110.257785,2924.356056,"Inhibitory"
"3483",1985.105432,2830.339323,"Astrocyte"
"3484",2082.150836,2904.062792,"Excitatory"
"3485",2082.914009,2912.32481,"Excitatory"
"3486",2087.830858,2959.095132,"OD Mature 2"
"3487",1938.777237,2884.166389,"Excitatory"
"3488",1940.74197,2589.566953,"Astrocyte"
"3489",1954.066134,2750.455129,"OD Mature 3"
"3490",1954.727308,2587.653571,"Astrocyte"
"3491",1952.826913,2646.706239,"Inhibitory"
"3492",1956.207154,2683.505435,"Inhibitory"
"3493",1955.738308,2730.71565,"Excitatory"
"3495",1965.686194,2696.33565,"Excitatory"
"3496",1977.191475,2761.134274,"Excitatory"
"3497",1980.532189,2641.851693,"Endothelial 3"
"3498",1983.32301,2652.9332,"Endothelial 3"
"3499",1982.184855,2753.498546,"Excitatory"
"3500",1986.239454,2762.682727,"Astrocyte"
"3501",1987.116844,2634.481944,"Inhibitory"
"3502",1986.582864,2716.625223,"Excitatory"
"3503",1992.617015,2600.525752,"Astrocyte"
"3504",1990.696167,2736.436153,"Endothelial 2"
"3505",1996.116793,2613.078105,"Pericytes"
"3506",1997.71403,2682.664111,"Excitatory"
"3507",2010.607283,2674.813833,"Excitatory"
"3508",2023.547715,2634.790508,"Astrocyte"
"3509",2025.224737,2721.744029,"Excitatory"
"3511",2029.590201,2679.505162,"Endothelial 3"
"3512",2031.610578,2651.854612,"Astrocyte"
"3514",2033.040034,2663.058461,"Endothelial 3"
"3515",2036.757562,2620.169809,"Astrocyte"
"3516",2039.293111,2704.248489,"Inhibitory"
"3517",2045.873559,2691.214482,"Inhibitory"
"3518",2044.823328,2721.434164,"Excitatory"
"3519",2050.956024,2642.410341,"Excitatory"
"3520",2057.701647,2757.95422,"OD Mature 3"
"3522",2067.245188,2683.079885,"Endothelial 1"
"3523",2068.062631,2639.934565,"Inhibitory"
"3525",2080.552134,2621.70723,"Astrocyte"
"3526",2083.050767,2664.563327,"Inhibitory"
"3527",2087.409392,2752.179787,"Inhibitory"
"3528",2088.539404,2623.275665,"Astrocyte"
"3529",2094.994271,2688.38907,"Endothelial 1"
"3530",2102.01894,2691.886003,"Endothelial 1"
"3531",2105.32908,2742.572403,"Endothelial 3"
"3532",2115.089421,2730.311409,"Endothelial 1"
"3533",2112.936715,2680.852103,"Endothelial 1"
"3534",2121.554559,2761.281197,"Astrocyte"
"3535",1935.071138,2731.940851,"Excitatory"
"3536",1938.621615,2750.682367,"Excitatory"
"3537",1976.898218,2676.842661,"Endothelial 1"
"3540",2032.400777,2643.452082,"Endothelial 1"
"3541",2032.663909,2717.02132,"Astrocyte"
"3542",2042.524937,2597.958396,"Astrocyte"
"3543",2055.248628,2735.100771,"Excitatory"
"3544",2092.556856,2642.776118,"Excitatory"
"3545",2109.037256,2716.098705,"Endothelial 3"
"3546",1941.877354,2709.707941,"Excitatory"
"3548",1948.96515,2588.659299,"Microglia"
"3549",1956.64445,2738.69171,"OD Immature 1"
"3550",1961.649799,2714.070193,"Excitatory"
"3551",1973.988882,2729.322275,"Excitatory"
"3552",1966.949334,2639.883309,"Astrocyte"
"3553",1975.029859,2592.522507,"Astrocyte"
"3554",1994.447789,2657.11945,"Astrocyte"
"3555",1993.386333,2753.120979,"Excitatory"
"3556",2001.726575,2675.068284,"OD Immature 1"
"3557",2004.86587,2710.280523,"Excitatory"
"3559",2012.304164,2612.870717,"Astrocyte"
"3562",2082.121187,2589.722847,"OD Immature 1"
"3563",1943.81106,2679.299916,"Astrocyte"
"3564",2001.868921,2606.034641,"OD Immature 1"
"3565",2111.901529,2587.714346,"Astrocyte"
"3567",2006.328189,2621.287459,"Pericytes"
"3568",2006.637643,2615.569952,"Astrocyte"
"3569",2014.106748,2630.986264,"Astrocyte"
"3570",2018.738594,2636.500355,"Astrocyte"
"3571",2036.377386,2606.906034,"Microglia"
"3573",2103.865493,2704.474669,"Inhibitory"
"3574",2083.71375,2568.251954,"Astrocyte"
"3575",2111.72858,2560.261597,"Astrocyte"
"3576",2168.117883,2523.950394,"Pericytes"
"3577",2177.73295,2526.499667,"Endothelial 2"
"3578",2182.904884,2549.784655,"Astrocyte"
"3579",2200.529476,2542.126225,"Astrocyte"
"3580",2217.360879,2473.622553,"Pericytes"
"3582",2224.681238,2552.485791,"Astrocyte"
"3584",2245.735715,2521.856298,"Astrocyte"
"3585",2236.204403,2494.071773,"Inhibitory"
"3586",2242.002432,2461.191883,"Pericytes"
"3587",2247.222924,2549.050551,"OD Mature 1"
"3591",2266.315906,2510.965787,"Astrocyte"
"3592",2270.320695,2484.83513,"Endothelial 2"
"3593",2275.225821,2550.034609,"Astrocyte"
"3594",2297.477407,2471.617367,"Pericytes"
"3595",2299.641379,2434.131518,"Pericytes"
"3597",2308.893294,2426.772354,"Pericytes"
